FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TYPE OF NUCLEAR BURST; ; ;CURRENT / CURRENT;1735/002;3-4;A
