FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DIRECTION OF WIND, DEGREES MAGNETIC; ; ;CURRENT / CURRENT;1804/005;3;N
2 M;(NU) TRUE WIND SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/018;2;N
3 M;(NU) SURFACE VISIBILITY (M, KM, NM); ; ;CURRENT / CURRENT;2271/002;2-7;ANS
4 M;(NU) TEMPERATURE, DEGREES CELSIUS OR FAHRENHEIT; ; ;CURRENT / CURRENT;2131/001;2-6;ANS
5 M;(NU) CLOUD COVER; ; ;CURRENT / CURRENT;1387/001;1;N
6 C;(NU) LOW CLOUD BASE HEIGHT IN FEET OR METRES; ; ;CURRENT / CURRENT;2553/002;2-6;AN
