FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ATP-29 SUP 1 NATO SURFACE SHIP/SUBMARINE SONAR;ATP29;A;CURRENT / CURRENT;2341/001;3-4;AN
;(NU) SURFACE SHIP/SUBMARINE SONAR; ;B;CURRENT / CURRENT;1135/045;1-20;X
* 2 M;(NU) SONAR FREQUENCY IN KILOHERTZ; ;A;CURRENT / CURRENT;1066/003;3-4;NS
;(NU) PASSIVE SONAR BANDWIDTH IN HERTZ; ;B;CURRENT / CURRENT;2340/001;5-11;NS
