FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) WIDTH IN METRES, 1-999; ; ;CURRENT / CURRENT;1658/018;1-3;N
