FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) AIRCRAFT CODE;ACLIST;A;CURRENT / CURRENT;1015/002;2-6;AN
;(NU) AIRCRAFT GENERIC CATEGORY;ACGENCAT;B;CURRENT / CURRENT;1301/001;1-4;A
2 M;(NU) NUMBER OF ENEMY AIRCRAFT DESTROYED; ; ;CURRENT / CURRENT;1044/141;1-2;N
3 M;(NU) NUMBER OF ENEMY AIRCRAFT DAMAGED; ; ;CURRENT / CURRENT;1044/140;1-2;N
