FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) COMPUTER METEOROLOGICAL ZONE CODE; ; ;CURRENT / CURRENT;1685/002;2;N
* 2 M;(NU) WIND DIRECTION AND SPEED; ; ;CURRENT / CURRENT;2418/001;6;N
* 3 M;(NU) AIR TEMPERATURE AND PRESSURE; ; ;CURRENT / CURRENT;2419/001;8;N
