FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ITEM SEQUENCE NUMBER; ; ;CURRENT / CURRENT;1012/059;1;N
2 M;(NU) CFE TREATY COUNTRY; ; ;CURRENT / CURRENT;1026/010;2;A
* 3 M;(NU) CFE STATE PARTY SPECIFICATION; ; ;CURRENT / CURRENT;1488/002;4;A
