FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) PHOTO AVAILABLE; ; ;CURRENT / CURRENT;1359/026;1;A
2 M;(NU) HEIGHT OF PERSON IN METRES; ; ;CURRENT / CURRENT;1651/013;4;NS
3 M;(NU) WEIGHT OF PERSON IN KILOGRAMS; ; ;CURRENT / CURRENT;1194/004;1-3;N
4 M;(NU) COLOUR OF EYES; ; ;CURRENT / CURRENT;1138/011;3-6;A
5 M;(NU) COLOUR OF HAIR; ; ;CURRENT / CURRENT;1138/012;3-6;A
6 O;(NU) COMMENTS; ; ;CURRENT / CURRENT;1357/001;1-68;X
