FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) PERCENTAGE OF DAMAGE; ; ;CURRENT / CURRENT;1064/009;1-3;N
