FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) UHF FOLLOW ON (UFO) SATELLITE NUMBER; ; ;CURRENT / CURRENT;1012/685;1-2;N
2 M;(NU) COMMUNICATION SATELLITE CHANNEL; ; ;CURRENT / CURRENT;1817/001;6;AN
3 M;(NU) UPLINK RADIO FREQUENCY; ; ;CURRENT / CURRENT;2064/022;3-14;ANS
4 M;(NU) SATELLITE OFFSET INDICATOR; ; ;CURRENT / CURRENT;1593/011;1-2;N
