FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) UNIT IDENTIFICATION CODE (UIC); ; ;CURRENT / CURRENT;2141/001;7-9;AN
2 M;(NU) EFFECT ON RADAR COVERAGE; ; ;CURRENT / CURRENT;2027/001;11;AS
3 M;(NU) EFFECT ON CONTROL CAPABILITY; ; ;CURRENT / CURRENT;2029/001;11;AS
