FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF HOSTILE SUBSURFACE CONTACTS; ; ;CURRENT / CURRENT;2299/009;5-8;AN
2 M;(NU) NUMBER OF HOSTILE SURFACE CONTACTS; ; ;CURRENT / CURRENT;2299/010;5-8;AN
3 M;(NU) NUMBER OF HOSTILE AIR CONTACTS; ; ;CURRENT / CURRENT;2299/011;5-8;AN
4 O;(NU) NUMBER OF NON-HOSTILE SUBSURFACE CONTACTS; ; ;CURRENT / CURRENT;2299/012;5-8;AN
5 O;(NU) NUMBER OF NON-HOSTILE SURFACE CONTACTS; ; ;CURRENT / CURRENT;2299/013;5-8;AN
6 O;(NU) NUMBER OF NON-HOSTILE AIR CONTACTS; ; ;CURRENT / CURRENT;2299/014;5-8;AN
