FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) FLIGHT TIME CATEGORY; ; ;CURRENT / CURRENT;1393/001;3-9;A
2 M;(NU) FLIGHT TIME IN HOURS; ; ;CURRENT / CURRENT;1383/006;3-6;NS
3 M;(NU) NUMBER OF SORTIES, 0-9999; ; ;CURRENT / CURRENT;1044/032;1-4;N
